Name,Population-weighted tree cover,5-year change,Annual rainfall (inches),Average annual temperature (daily high),Total population,Population density (persons per sq mi),Tree cover in peer cities,List of peer cities
"Mankato, Minn.",27.8,0.5,36.1,55.4,67203,2590,26.3,"Ames, Iowa // La Crosse, Wis./Minn. // Eau Claire, Wis. // St. Cloud, Minn. // Rochester, Minn."
"Manning, S.C.",45.2,5.7,52.7,75.4,6986,1817,NaN,-
"Manor, Texas",6,1.3,37.7,80.5,22492,3598,NaN,-
"Mansfield, La.",43,0,61.1,77.4,7033,1743,NaN,-
"Mansfield, Ohio",34.3,0.5,47.1,60.4,90940,1903,33,"Newark, Ohio // Springfield, Ohio // Steubenville–Weirton, Ohio/W.Va./Pa. // Zanesville, Ohio // Medina, Ohio"
"Manteca, Calif.",11.9,2.3,12.8,76.7,89936,3436,12.9,"Madera, Calif. // Turlock, Calif. // Lodi, Calif. // Tracy–Mountain House, Calif. // Merced, Calif."
"Manteno, Ill.",9.9,-0.1,42.1,60.4,12015,1971,NaN,-
"Manteo, N.C.",41.2,1.6,57.2,70.5,7955,1485,NaN,-
"Maquoketa, Iowa",12.2,-3.3,38.9,59.1,6268,1653,NaN,-
"Marana, Ariz.",10.5,3.1,10.5,86.9,14619,3750,NaN,-
"Marathon, Fla.",30.1,5.5,44,84.1,9767,1338,NaN,-
"Marble Falls, Texas",29.9,2,29.9,81.3,10771,1667,NaN,-
"Marengo, Ill.",27,0.4,39.8,58.6,8379,2203,NaN,-
"Marianna, Fla.",33,-16.9,63.2,79.8,9238,2121,NaN,-
"Maricopa, Ariz.",5.8,0.7,7.2,88.1,60794,4589,4.8,"Lake Havasu City, Ariz. // Casa Grande, Ariz. // El Centro, Calif. // Yuma, Ariz./Calif. // Phoenix West–Goodyear–Avondale, Ariz."
"Marietta, Ohio/W.Va.",33.4,1.8,47.7,64.9,28542,1847,NaN,-
"Marinette–Menominee, Wis./Mich.",27.9,-2.5,34,53.9,28246,1843,NaN,-
"Marion Oaks, Fla.",42.4,-5.2,55.5,82.8,24298,1491,NaN,-
"Marion, Ind.",23.4,-1.3,41.6,61.4,47370,2168,NaN,-
"Marion, N.C.",54.9,3.4,63.2,70.4,27293,1990,NaN,-
"Marion, Ohio",18.4,-1.7,41.7,61.6,50104,2711,25.8,"Lancaster, Ohio // Findlay, Ohio // Zanesville, Ohio // New Philadelphia–Dover, Ohio // Springfield, Ohio"
"Marion, S.C.",30.5,1.3,53.8,74.8,9638,1776,NaN,-
"Marion, Va.",30.3,-0.1,50.4,64.7,13632,1891,NaN,-
"Marion–Herrin, Ill.",27.2,0,52.9,67.5,51332,1525,28.2,"Paducah, Ky./Ill. // Cape Girardeau, Mo./Ill. // Owensboro, Ky. // Alton, Ill. // Evansville, Ind."
"Marksville, La.",34.6,1.7,61.7,78.2,10602,1653,NaN,-
"Marlin, Texas",27.9,-2.6,38.6,79.4,7005,1691,NaN,-
"Marquette, Mich.",40.8,-1.5,33.9,51.3,30390,2374,NaN,-
"Marseilles, Ill.",37.8,-1.7,40.5,60.7,6100,2541,NaN,-
"Marshall, Mich.",38.1,1.5,40,58.8,11722,2541,NaN,-
"Marshall, Minn.",16.5,1.4,29.1,55.9,15356,1873,NaN,-
"Marshall, Mo.",23.1,0.6,41.4,65.2,14467,2101,NaN,-
"Marshall, Texas",44.4,-0.2,52.6,77.1,27655,1709,NaN,-
"Marshalltown, Iowa",11.6,-10.2,36.8,58.9,27811,2297,NaN,-
"Marshfield, Mo.",24.5,1,51.5,66.5,15933,2990,NaN,-
"Marshfield, Wis.",23.9,0.2,36.1,53.7,26058,2310,NaN,-
"Martin, Tenn.",28.7,0.8,58.2,69.6,14640,1823,NaN,-
"Martinsville, Ind.",27,-1.8,45.1,63.8,16334,2576,NaN,-
"Martinsville, Va.",59.6,1.7,51.8,69.4,40910,1027,NaN,-
"Marysville, Ohio",17.6,-0.5,42.3,62.1,33213,2843,NaN,-
"Marysville, Wash.",31.5,3.7,48.4,60.2,183908,2568,33.8,"Olympia–Lacey, Wash. // Bellingham, Wash. // Bremerton, Wash. // Longview, Wash./Ore. // Centralia, Wash."
"Maryville, Mo.",16.3,0.4,40.5,62.5,14129,2528,NaN,-
"Mascoutah, Ill.",18.3,-0.6,47.3,67.2,8946,1770,NaN,-
"Mason City, Iowa",25.8,-0.9,37.1,56.2,29500,1818,NaN,-
"Massena, N.Y.",31.6,-1.6,38.2,55.3,17143,790,NaN,-
"Mathis, Texas",18,0.1,28.6,82.8,6411,1991,NaN,-
"Mattawan, Mich.",44.7,2.9,41.5,59.5,14365,1918,NaN,-
"Mattoon, Ill.",15.9,-1.1,45.4,63.9,20262,2440,NaN,-
"Mauldin–Simpsonville, S.C.",42.8,0.3,54.7,72.9,203346,1591,49.2,"Gastonia, N.C. // Spartanburg, S.C. // Athens-Clarke County, Ga. // Anderson–Clemson, S.C. // Greenville, S.C."
"Mayfield, Ky.",22.6,0,59.2,69.1,18517,1955,NaN,-
"Mayodan, N.C.",44.9,4.3,48.5,70.2,10374,2265,NaN,-
"Maysville, Ky./Ohio",28.5,3,51,65.9,12387,1174,NaN,-
"Maytown–Marietta, Pa.",17.4,3.6,48.2,64,10513,3273,NaN,-
"Mayville, Wis.",21.2,0.5,37.4,55.5,6557,2267,NaN,-
"McAlester, Okla.",27.1,-0.3,49.2,73.1,22814,1472,NaN,-
"McCall, Idaho",40,2.6,28.5,55.3,5336,871,NaN,-
"McComb, Miss.",48.3,-2.6,68.7,77.8,22665,1725,NaN,-
"McCook, Neb.",19.6,1.1,21.4,66.5,8001,1524,NaN,-
"McFarland, Calif.",10.8,5,7.7,79,14597,7846,NaN,-
"McGregor, Texas",19.5,-3,37.6,79,6358,2739,NaN,-
"McHenry Northwest–Wonder Lake, Ill.",39.8,-1.6,39.4,58.1,11710,2632,NaN,-
"McKenzie, Tenn.",33.9,2.2,58.8,70.3,10774,2456,NaN,-
"McKinleyville, Calif.",29.5,2.7,46.9,62.2,17259,2176,NaN,-
"McMinnville, Ore.",21.9,2.2,45.4,63.4,46080,3570,NaN,-
"McMinnville, Tenn.",29.1,0.1,65.2,70.1,25798,1949,NaN,-
"McPherson, Kan.",19.2,4.9,31.9,68.3,14370,1663,NaN,-
"Meadville, Pa.",45.3,7.8,48.7,58.5,28384,1805,NaN,-
"Mecca, Calif.",10.5,4.8,2.7,90.4,4969,8118,NaN,-
"Mechanicville, N.Y.",35.2,1.1,46,60.4,17572,2100,NaN,-
"Medford, Ore.",17.3,0.2,19.7,69.2,186851,2939,18.1,"Vallejo, Calif. // Livermore–Pleasanton–Dublin, Calif. // Seaside–Monterey–Pacific Grove, Calif. // Gilroy–Morgan Hill, Calif. // Concord–Walnut Creek, Calif."
"Medford, Wis.",27.5,-5.1,37.9,52.1,6248,2044,NaN,-
"Medina, N.Y.",37.2,1.5,39.2,58.6,9223,2979,NaN,-
"Medina, Ohio",33.3,0.2,44,60.3,55220,1931,34.4,"Sharon–Hermitage, Pa./Ohio // Zanesville, Ohio // New Philadelphia–Dover, Ohio // Steubenville–Weirton, Ohio/W.Va./Pa. // Mansfield, Ohio"
"Melissa–Anna, Texas",14.7,0.6,44.4,75.7,49251,2807,NaN,-
"Mena, Ark.",43.1,3.7,65.2,70.4,8087,1154,NaN,-
"Mendota, Calif.",5.7,1.2,8.6,78.7,14067,3294,NaN,-
"Mendota, Ill.",20.5,-1.9,40.7,59.5,7835,2731,NaN,-
"Menomonie, Wis.",34.2,-0.2,36.8,55,20025,1639,NaN,-
"Merced, Calif.",14.4,2.1,13.1,77,161028,3738,12.8,"Visalia, Calif. // Tracy–Mountain House, Calif. // Manteca, Calif. // Madera, Calif. // Turlock, Calif."
"Meredith, N.H.",70.1,-4.7,49.7,56.9,7978,1149,NaN,-
"Meridian, Miss.",51.5,3,63.4,76.3,39550,1334,NaN,-
"Merrill, Wis.",27,-0.7,36,52.8,13344,1637,NaN,-
"Mesquite, Nev./Ariz.",6,3.7,7.9,83.2,22213,2245,NaN,-
"Metropolis, Ill.",29.8,0.9,55.5,68.6,8787,2906,NaN,-
"Mexia, Texas",23.5,-3.5,41.7,78.3,9767,2162,NaN,-
"Mexico, Mo.",29.2,1.7,43.3,64.7,15559,2292,NaN,-
"Miami, Okla.",25.4,0.6,50.6,70.1,17819,1936,NaN,-
"Michigan City–La Porte, Ind./Mich.",35.4,-1.5,42.5,59.7,84587,1666,30.5,"Benton Harbor–Lincoln–St. Joseph, Mich. // Kankakee, Ill. // Valparaiso–Shorewood Forest, Ind. // Holland, Mich. // Elkhart, Ind./Mich."
"Middlebury, Vt.",32.2,-0.7,43.6,57,9916,2219,NaN,-
"Middleport, Ohio/W.Va.",33.2,1.9,46.5,66.1,10392,1714,NaN,-
"Middlesborough, Ky./Tenn.",35.4,2.3,59.1,68.1,19467,1639,NaN,-
"Middleton, Idaho",10.1,2.4,11.9,65.3,18170,2930,NaN,-
"Middletown, Del.",19.3,1.6,51.8,65.6,52868,2182,31.4,"Westminster, Md. // Hanover, Pa. // Salisbury, Md./Del. // Vineland, N.J. // Dover, Del."
"Middletown, N.Y.",38.5,-1.1,50.9,60.9,75079,2811,34.6,"Kiryas Joel, N.Y. // Kingston, N.Y. // Lebanon, Pa. // Bloomsburg–Berwick, Pa. // Utica, N.Y."
"Middletown, Ohio",24.5,0.3,46,64.7,116561,1654,25.3,"Springfield, Ohio // Newark, Ohio // Muncie, Ind. // Anderson, Ind. // Lima, Ohio"
"Midland, Mich.",44.3,0.4,36.7,57.3,69180,1732,32.3,"Bay City, Mich. // Battle Creek, Mich. // Port Huron, Mich. // Jackson, Mich. // Saginaw, Mich."
"Midland, Texas",9.3,2.2,14.4,79,155720,2054,13,"Odessa, Texas // Abilene, Texas // San Angelo, Texas // Lubbock, Texas // Roswell, N.M."
"Midlothian, Texas",19.4,0.2,41.6,77.3,48429,1591,NaN,-
"Milan, Mich.",23.7,1.1,36,60.1,10360,2972,NaN,-
"Milan, Tenn.",33.7,3.3,59.7,70.7,11404,1912,NaN,-
"Miles City, Mont.",16,0.5,14.1,60.2,9756,2350,NaN,-
"Milford, Del.",26.6,3.6,50.5,67,26308,2165,NaN,-
"Milledgeville, Ga.",51.5,0.9,51.2,76.7,28517,1441,NaN,-
"Millersburg, Pa.",36,6.8,48.3,62.5,8057,4361,NaN,-
"Millington, Tenn.",29.1,1.9,59,71.8,16184,1277,NaN,-
"Millinocket, Maine",38.3,-1.4,47.4,53.5,4136,1236,NaN,-
"Millsboro, Del.",35.8,1.6,50.3,67.2,15949,2113,NaN,-
"Milton, Pa.",26.3,5.1,45.1,62,38011,2123,NaN,-
"Milton, Vt.",54.2,-1.3,44.6,56.4,10485,1807,NaN,-
"Milton-Freewater, Ore.",13.8,2.7,20.8,65.3,10598,3111,NaN,-
"Minden, La.",44,-0.8,57.7,76.7,17888,1378,NaN,-
"Mineola, Texas",41.6,0.2,47.6,76.7,11110,1958,NaN,-
"Mineral Wells, Texas",26,-1.1,34.7,78,21260,2401,NaN,-
"Minot, N.D.",11.6,-0.8,17.9,52.1,56394,2109,14.1,"Grand Forks, N.D./Minn. // Casper, Wyo. // Rapid City, S.D. // Bismarck, N.D. // Fargo, N.D./Minn."
"Minster–New Bremen, Ohio",12.3,-1.6,41.9,61.6,7693,1835,NaN,-
"Missoula, Mont.",15.3,0,16,58.8,101155,2272,11.8,"Idaho Falls, Idaho // Pocatello, Idaho // Great Falls, Mont. // Bozeman, Mont. // Helena, Mont."
"Mitchell, S.D.",19.9,-0.8,25.1,59.1,17396,1715,NaN,-
"Moab, Utah",17.2,1.4,9,70.7,8928,1420,NaN,-
"Moberly, Mo.",23.8,-0.4,43.4,64.4,17821,1558,NaN,-
"Mocksville, N.C.",48.9,1.9,52,70.4,11695,1832,NaN,-
"Molalla, Ore.",11.8,0.9,45.7,62.9,11806,4763,NaN,-
"Monahans, Texas",9.7,-2.1,10.3,81.2,10849,1490,NaN,-
"Monessen, Pa.",39.6,8.5,46.3,62.9,63610,1763,40.1,"Sharon–Hermitage, Pa./Ohio // Wheeling, W.Va./Ohio // Butler, Pa. // Steubenville–Weirton, Ohio/W.Va./Pa. // Morgantown, W.Va."
"Monett, Mo.",20.9,1.1,49.8,67.9,11785,2047,NaN,-
"Monmouth, Ill.",20.2,-0.2,42.1,60.8,9429,2259,NaN,-
"Monmouth–Independence, Ore.",14.4,0.4,42.4,64,21503,4317,NaN,-
"Monroe, Ga.",49.1,0.1,57.7,73.6,20234,1532,NaN,-
"Monroe, La.",41.7,-2.2,59.7,77,129268,1388,40.6,"Alexandria, La. // Texarkana, Texas/Ark. // Pine Bluff, Ark. // Shreveport, La. // Jackson, Miss."
"Monroe, Mich.",21.8,0.9,36.5,60.1,70918,1944,31.5,"Battle Creek, Mich. // Findlay, Ohio // Port Huron, Mich. // Jackson, Mich. // Saginaw, Mich."
"Monroe, Wash.",32.1,1.6,57.3,60.5,32271,2801,NaN,-
"Monroe, Wis.",16.8,-1.3,41,57.3,11586,2675,NaN,-
"Monroeville, Ala.",47.4,2.3,62.4,77.3,7759,1603,NaN,-
"Mont Belvieu, Texas",17.7,1.4,57.5,79.3,21487,879,NaN,-
"Montauk, N.Y.",46,-5.7,46.3,60.4,4322,710,NaN,-
"Montesano–Elma, Wash.",31.1,1.5,80.4,60,18001,1718,NaN,-
"Montevallo, Ala.",52.3,0.4,66.4,75.7,13087,2249,NaN,-
"Montevideo, Minn.",23.6,1.6,29.9,55.7,6755,1629,NaN,-
"Monticello, Ark.",44.4,4.9,60.7,74.4,10808,1383,NaN,-
"Monticello, Ill.",32.4,2.7,39.2,62.8,7687,1969,NaN,-
"Monticello, Ind.",30.1,-2.4,41.1,61.1,15400,1167,NaN,-
"Monticello, Ky.",20.6,-0.2,60.7,68.1,9183,1407,NaN,-
"Monticello, Minn.",29.3,2.3,32.7,54.6,21423,2068,NaN,-
"Monticello, N.Y.",51.2,-2.1,57.9,57.2,20829,1999,NaN,-
"Montrose, Colo.",10.7,0.2,9.5,65.1,29266,1503,NaN,-
"Montrose, Minn.",22.7,4.1,32.9,54.5,8013,2293,NaN,-
"Morehead City–Emerald Isle–Atlantic Beach, N.C.",35.5,-0.7,62.1,72.4,54741,1064,46.6,"New Bern, N.C. // Pinehurst–Southern Pines, N.C. // Goldsboro, N.C. // Williamsburg, Va. // Jacksonville, N.C."
"Morehead, Ky.",38.2,1.9,55.9,65.8,14770,1790,NaN,-
"Morgan City, La.",27.2,-0.4,61,78.4,34844,1645,NaN,-
"Morgantown, W.Va.",40.7,2.6,48.2,63.4,92445,2217,37.2,"Parkersburg, W.Va./Ohio // Steubenville–Weirton, Ohio/W.Va./Pa. // Wheeling, W.Va./Ohio // Staunton–Waynesboro, Va. // Monessen, Pa."
"Morrilton, Ark.",33.9,1.2,56,73,9789,1695,NaN,-
"Morris, Ill.",27.7,2.9,40.2,60.6,19963,2118,NaN,-
"Morris, Minn.",17.2,0.5,28.4,53.8,6344,1886,NaN,-
"Morristown, Tenn.",30.7,1.6,53.5,68.8,92481,1450,38.4,"Bristol, Tenn./Va. // Kingsport, Tenn./Va. // London–Corbin, Ky. // Johnson City, Tenn. // Asheville, N.C."
"Morro Bay, Calif.",8.6,1.1,19.8,74.2,13399,2499,NaN,-
"Moscow, Idaho",20.3,1.3,25.9,59.6,27710,4333,NaN,-
"Moses Lake, Wash.",6,-0.5,7.9,63.6,42199,1344,NaN,-
"Moultrie, Ga.",47.5,-0.4,54.6,78.3,28004,1441,NaN,-
"Moundsville, W.Va.",27,0.3,46.9,63.7,16933,3810,NaN,-
"Mount Airy, N.C.",48.7,0.6,54.9,68.9,23818,1165,NaN,-
"Mount Carmel, Ill.",23,-1,52.6,66.8,8527,1981,NaN,-
"Mount Horeb, Wis.",19.5,-0.1,43,56.6,8322,2786,NaN,-
"Mount Pleasant, Iowa",16.2,-1.8,40,61.5,10648,1550,NaN,-
"Mount Pleasant, Mich.",21.1,0.1,39.3,57.1,36210,2424,NaN,-
"Mount Pleasant, Texas",33.5,0.5,52.1,76.7,18827,1448,NaN,-
"Mount Plymouth, Fla.",52.8,-0.4,55.6,83,18313,1839,NaN,-
"Mount Shasta, Calif.",44.7,2.4,41.1,66.6,6822,1138,NaN,-
"Mount Sterling, Ky.",20.1,2.9,56.5,66.1,18003,1539,NaN,-
"Mount Vernon, Iowa",20.3,-4.3,39.3,59.4,7397,2207,NaN,-
"Mount Vernon, Ill.",28.6,-0.4,49.6,66.1,20857,1617,NaN,-
"Mount Vernon, Ind.",16.2,0,49.9,67.6,8329,1698,NaN,-
"Mount Vernon, Ohio",26.9,-0.9,45.8,61.6,23348,2424,NaN,-
"Mount Vernon, Wash.",23.2,2.8,40.1,59.7,77273,2476,26.3,"Longview, Wash./Ore. // Albany, Ore. // Centralia, Wash. // Bellingham, Wash. // Marysville, Wash."
"Mount Washington, Ky.",29.9,2,58.1,67.8,32641,1939,NaN,-
"Mountain Grove, Mo.",17.7,1.9,51.8,66.3,8758,2707,NaN,-
"Mountain Home, Ark.",38.7,1.7,52.3,69.5,24174,1502,NaN,-
"Mountain Home, Idaho",10.8,0.1,12,65,20781,3182,NaN,-
"Mountain Lake Park, Md.",41.1,4.7,55,58.9,5725,1303,NaN,-
"Mountain Top, Pa.",61.1,5.6,52.7,58.3,16453,1532,NaN,-
"Mukwonago, Wis.",33.4,3,37.8,57,23061,1180,NaN,-
"Muleshoe, Texas",9.7,2.4,16.9,74.4,5719,2138,NaN,-
"Mullins, S.C.",33.3,1.9,55.8,74.4,7765,1931,NaN,-
"Muncie, Ind.",21.9,-1.8,43,62,92892,1918,23.8,"Anderson, Ind. // Springfield, Ohio // Lima, Ohio // Kokomo, Ind. // Lafayette, Ind."
"Muncy, Pa.",17.1,4.7,46.1,61.8,12905,2163,NaN,-
"Munds Park, Ariz.",36.3,3.8,26,65.4,950,797,NaN,-
"Murfreesboro, Tenn.",25.7,-0.2,58.9,70.9,215533,2351,27.7,"Clarksville, Tenn./Ky. // Huntsville, Ala. // Bowling Green, Ky. // Spring Hill, Tenn. // Columbia, Tenn."
"Murray, Ky.",25,0.9,62.7,69.5,22454,1891,NaN,-
"Muscatine, Iowa",25.3,-0.2,39.4,60.9,29855,1862,NaN,-
"Muskegon–Norton Shores, Mich.",45.7,-1.4,40.1,57.8,188302,1588,36.2,"Elkhart, Ind./Mich. // Kalamazoo, Mich. // Holland, Mich. // Battle Creek, Mich. // Benton Harbor–Lincoln–St. Joseph, Mich."
"Muskogee, Okla.",25.7,0.7,47.5,72.6,43759,1425,NaN,-
"Mystic Island–Little Egg Harbor, N.J.",42.3,2.7,52.9,63.8,27050,1803,NaN,-
"Nacogdoches, Texas",46.2,-2,50.3,78,43008,1718,NaN,-
"Nampa, Idaho",11.1,2.2,11.5,65.5,191847,2905,13.9,"Kennewick–Richland–Pasco, Wash. // Boise City, Idaho // Twin Falls, Idaho // Lewiston, Idaho/Wash. // Walla Walla, Wash./Ore."
"Nantucket, Mass.",29.2,-1.9,43.1,58.8,13500,1141,NaN,-
"Napa, Calif.",21.2,0.6,27,73.5,90571,3869,13.4,"Watsonville, Calif. // Vacaville, Calif. // Petaluma, Calif. // Fairfield, Calif. // Vallejo, Calif."
"Napoleon, Ohio",18.9,0.5,37.7,61,9619,1491,NaN,-
"Nappanee, Ind.",13.6,-0.3,39.2,59.9,12769,2953,NaN,-
"Nashville, Ga.",41.2,-0.7,55.6,78.8,8114,2270,NaN,-
"Natchez, Miss./La.",41.6,-1.3,63.5,77.4,32407,1409,NaN,-
"Natchitoches, La.",30.6,-0.3,56.1,78.3,24766,2151,NaN,-
"Navarre–Miramar Beach–Destin, Fla.",40.8,NaN,67.8,79.2,238830,1794,41.7,"Gulfport–Biloxi, Miss. // Panama City–Panama City Beach, Fla. // Mobile, Ala. // Pensacola, Fla./Ala. // Fairhope–Daphne, Ala."
"Navasota, Texas",20,0.2,46.6,80.6,10094,1425,NaN,-
"Nebraska City, Neb.",29.6,-3.2,33.8,63.4,7543,1782,NaN,-
"Needles, Calif./Ariz.",3.8,-2,4.4,88.8,9482,2132,NaN,-
"Nelsonville, Ohio",53.7,2.9,48.4,64.4,7882,2519,NaN,-
"Neosho, Mo.",32.9,0.8,54.5,69,19282,1976,NaN,-
"Nephi, Utah",8.3,0.2,14.1,64.1,6965,2115,NaN,-
"Nevada, Iowa",18.4,-1.8,41.1,59.3,7464,2024,NaN,-
"Nevada, Mo.",30.3,1,47.7,67.7,12843,2101,NaN,-
"New Albany, Miss.",43.4,3.1,57.9,73.2,9823,1193,NaN,-
"New Bedford, Mass.",29.8,-1.9,49.4,60.9,175180,2686,43.6,"Manchester, N.H. // Leominster–Fitchburg, Mass. // Amherst Town–Northampton–Easthampton Town, Mass. // Springfield, Mass./Conn. // Worcester, Mass./Conn."
"New Bern, N.C.",44.4,2.4,59.2,73.8,56852,1329,37.6,"Morehead City–Emerald Isle–Atlantic Beach, N.C. // Goldsboro, N.C. // Rocky Mount, N.C. // Jacksonville, N.C. // Greenville, N.C."
"New Boston, Texas",29.5,0.6,57.4,75.7,5841,1570,NaN,-
"New Braunfels, Texas",20.5,-1,32.2,81.3,120923,2191,20.2,"Temple, Texas // San Marcos, Texas // Victoria, Texas // Killeen, Texas // Corpus Christi, Texas"
"New Carlisle, Ohio",22.4,-1.1,43.1,62.8,6964,4525,NaN,-
"New Castle, Colo.",14.9,-1.5,16.2,63.8,5728,2598,NaN,-
"New Castle, Ind.",24.2,-0.8,45.5,61.8,20940,2726,NaN,-
"New Castle, Pa.",38.1,3.1,46.4,61,47945,1661,NaN,-
"New Freedom–Shrewsbury, Pa.",25.7,5.7,53.6,63.3,18948,3102,NaN,-
"New Iberia, La.",23.9,2.1,66.2,78.4,45321,1794,NaN,-
"New Lexington, Ohio",28.4,4.8,47.3,63.5,5750,2662,NaN,-
"New London, Wis.",22.3,-3.7,36.8,55.5,9630,2062,NaN,-
"New Martinsville, W.Va./Ohio",22.9,2.3,48.3,64.3,7779,2007,NaN,-
"New Paltz, N.Y.",53.1,1.6,52.8,61.4,13755,2519,NaN,-
"New Philadelphia–Dover, Ohio",25.6,-0.8,43.2,62.2,62041,2564,28.4,"Zanesville, Ohio // Medina, Ohio // Lancaster, Ohio // Marion, Ohio // Newark, Ohio"
"New Prague, Minn.",16.9,-0.8,34.5,54.8,8906,2746,NaN,-
"New Richmond, Wis.",26.3,-0.9,34.1,54,12722,2739,NaN,-
"New Roads, La.",24.9,-0.9,65.6,78.8,11792,973,NaN,-
"New Tazewell–Tazewell, Tenn.",27.9,2.8,59.4,67.6,11319,1693,NaN,-
"New Ulm, Minn.",29.8,1.9,34.4,55.5,14303,2456,NaN,-
"Newark, N.Y.",34.5,-2.5,40.6,58.3,20914,2283,NaN,-
"Newark, Ohio",30.1,0.7,44.9,62.8,95248,2004,31.9,"Springfield, Ohio // Mansfield, Ohio // Wheeling, W.Va./Ohio // Zanesville, Ohio // Lancaster, Ohio"
"Newberg, Ore.",20.4,0.7,43.1,63.6,35402,3301,NaN,-
"Newberry, S.C.",47,4.3,48.5,74.2,18159,1745,NaN,-
"Newman, Calif.",8.7,-1.7,11.1,77.4,12651,6080,NaN,-
"Newport, Ark.",22.4,1.5,57.4,70.8,7545,1636,NaN,-
"Newport, Ore.",38.5,2.3,73.1,58.7,14135,1511,NaN,-
"Newport, Tenn.",35.8,0,52.3,69.9,17932,1823,NaN,-
"Newton Falls, Ohio",46.4,1.6,43.1,60.7,9909,2168,NaN,-
"Newton, Iowa",21.3,-5.3,37.3,59.8,17546,2455,NaN,-
"Newton, Kan.",23.1,3.9,34,68.6,21864,1910,NaN,-
"Newton, N.J.",50.4,2.1,52.2,61.3,16994,2020,NaN,-
"Nice, Calif.",30.5,1.3,36,73.7,10719,2241,NaN,-
"Nicholasville, Ky.",20.1,2.7,56.1,66.5,44683,2966,NaN,-
"Nipomo, Calif.",12.8,-0.9,17,72.8,27022,2292,NaN,-
"Nogales, Ariz.",18.9,3.4,14.8,80.6,20732,1629,NaN,-
"Norfolk, Neb.",13.3,-1,26.9,60.8,28274,2224,NaN,-
"Norman, Okla.",24.3,4,37.6,73,128563,2701,21.2,"Lawton, Okla. // Sherman–Denison, Texas // Enid, Okla. // Stillwater, Okla. // Oklahoma City, Okla."
"North Adams, Mass.",46.9,-0.5,46.8,57.9,31896,1958,NaN,-
"North Bend, Wash.",47.7,1.5,80.5,59.6,14087,2512,NaN,-
"North Branch, Minn.",28,-0.7,33.3,54.6,10968,2552,NaN,-
"North East, Pa.",29.5,2.3,47.1,58.2,9373,2683,NaN,-
"North Manchester, Ind.",28.9,-1.8,41.6,60.7,5017,1743,NaN,-
"North Platte, Neb.",14.1,-0.5,22.6,64.2,27237,2090,NaN,-
"North Vernon, Ind.",40.4,0,52.1,65.1,10434,2035,NaN,-
"North Windham, Maine",65.7,3.2,51.4,56.4,23328,1611,NaN,-
"Northfield, Minn.",31.5,-0.3,35.8,55,26151,2943,NaN,-
"Norwalk, Ohio",34,-2,41.8,60.6,27015,2734,NaN,-
"Norwich, N.Y.",28.5,-4.6,46.1,57.7,13061,4364,NaN,-
"Norwich–New London, Conn.",50.5,-1.3,48.8,60.8,191224,1484,48.5,"Manchester, N.H. // Danbury, Conn./N.Y. // Nashua, N.H./Mass. // Amherst Town–Northampton–Easthampton Town, Mass. // Saratoga Springs, N.Y."
"Oak Harbor, Wash.",28.7,2.5,24.7,58.8,48456,2025,NaN,-
"Oak Island, N.C.",38.7,-4.3,59.5,74.8,17990,1151,NaN,-
"Oak Ridge, N.J.",64.1,1,54.3,60.7,13194,2015,NaN,-
"Oakdale, Calif.",15.2,3.1,16.5,76.7,26775,3605,NaN,-
"Oakdale, La.",38,-1.1,60.9,78.4,7883,1659,NaN,-
"Oakland, Tenn.",32.2,2.7,58.9,71.9,13575,1707,NaN,-
"Oberlin, Ohio",45.1,1.1,44.8,60.4,8952,3017,NaN,-
"Ocala, Fla.",35.3,-3.7,54.8,82.6,207259,1599,38,"Spring Hill, Fla. // The Villages–Lady Lake, Fla. // Deltona, Fla. // Leesburg–Eustis–Tavares, Fla. // St. Augustine, Fla."
"Ocean Park, Wash.",46.4,1.1,84.8,58.3,5916,697,NaN,-
"Ocean Pines–Ocean City, Md./Del.",35.5,2,52.1,66.7,47019,1402,NaN,-
"Ocean Shores, Wash.",36.1,-2.7,83.6,57.6,7736,829,NaN,-
"Ocean View, Del.",33.1,0.8,51.9,66.5,21704,839,NaN,-
"Odessa, Mo.",22.9,0.3,44.4,65,5970,2108,NaN,-
"Odessa, Texas",6.6,1.7,14,79.2,168337,1804,13.6,"Midland, Texas // Abilene, Texas // San Angelo, Texas // Lubbock, Texas // Roswell, N.M."
"Oelwein, Iowa",25.5,-3.5,38.4,57.3,7214,1471,NaN,-
"Ogallala, Neb.",8.4,-1.3,20.2,63.8,5815,1799,NaN,-
"Ogdensburg, N.Y.",17.2,-2.9,39,55.2,11935,2388,NaN,-
"Oil City, Pa.",47.7,2.1,51.4,59,16583,1870,NaN,-
"Okeechobee–Taylor Creek, Fla.",28.3,-0.1,55.9,84.2,31882,1290,NaN,-
"Okmulgee, Okla.",32.1,2.2,50.3,73,12218,1654,NaN,-
"Olean, N.Y.",30.3,0.6,43.5,57.4,27691,2064,NaN,-
"Olney, Ill.",23.3,-0.7,50.7,66,10859,1768,NaN,-
"Olympia–Lacey, Wash.",36.8,-0.1,54.5,61.1,224001,1980,32.7,"Bremerton, Wash. // Marysville, Wash. // Bellingham, Wash. // Longview, Wash./Ore. // Centralia, Wash."
"Omak, Wash.",11.5,0,13.1,62.6,12695,2096,NaN,-
"Oneida, N.Y.",38.1,-1.9,45.4,58.3,17754,2607,NaN,-
"Oneonta, Ala.",40.2,2,63.6,72.6,12195,2791,NaN,-
